region,sexe,mstat,branch,sectins,csp,rev_total_mois,log_revenu,sans_revenu,age_grp,age_num,bancarise,a_assurance,logem,Stg_formel
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,29,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,70,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,39,1,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,1,0,Autre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,42,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Elevage/syl./peche,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,21,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,72,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,35,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,25,1,0,Locataire,0
AGNEBY-TIASSA,Féminin,Marié(e),Restaurant/Hotel,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,37,1,0,Locataire,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Locataire,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,40,1,0,Locataire,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,39,1,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,28,1,0,Locataire,0
AGNEBY-TIASSA,Masculin,Célibataire,Trans./Comm.,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,31,1,0,Autre,0
AGNEBY-TIASSA,Masculin,Marié(e),Commerce,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,27,1,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,25,1,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,26,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,40000.0,10.59666,0,45-54,46,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,38,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,55-64,58,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,43,1,0,Autre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,43,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,9,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,14,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,35-44,42,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,38,1,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,31,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Marié(e),Commerce,Entreprise Privée,Patron/Employeur,0.0,0.0,1,35-44,37,1,0,Locataire,0
AGNEBY-TIASSA,Féminin,Marié(e),Aut. services,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,33,1,0,Locataire,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,58,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,30,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,18,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,52,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,15,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,35-44,37,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,39,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,64,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Union libre,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,21,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Union libre,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,39,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,23,1,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,23,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,1,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Ouvrier ou employé non qualifié,64644.0,11.076666,0,55-64,62,0,1,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,35-44,40,0,1,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,35-44,36,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,5,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Ouvrier ou employé non qualifié,47025.0,10.758456,0,25-34,31,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,15,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,45-54,49,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,31,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,57,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Autr. indust.,Entreprise Privée,Ouvrier ou employé non qualifié,50000.0,10.819798,0,18-24,19,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,32,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,41,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,81,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Elevage/syl./peche,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,55,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,8,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,47,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,66,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,45,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,20,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,18-24,18,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,9,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),BTP,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,46,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Restaurant/Hotel,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,39,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,63,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,42,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,30,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,32,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,76,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,18-24,23,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Non_connu,Non_connu,Non_connu,0.0,0.0,1,25-34,31,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,25,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,32,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,62,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,51,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,0-17,17,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,33,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,38,1,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Autre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,34,0,0,Autre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,65+,72,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,22,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,0,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,25-34,30,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,37,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,21,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,55,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,18,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,45-54,49,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,80,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,43,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,50,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,7,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,65+,65,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Veuf(ve),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,37,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,65+,88,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,42,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,14,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,10,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,47,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,44,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,35,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,11,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,4,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,"Manœuvre, aide ménagère",40000.0,10.59666,0,18-24,20,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,25-34,27,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,55-64,61,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,65+,65,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,12,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,35-44,41,1,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,39,0,0,Proprietaire titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,18-24,19,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,6,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,2,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Marié(e),Agriculture,Entreprise Privée,Travailleur pour compte propre,0.0,0.0,1,45-54,50,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,13,0,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Féminin,Marié(e),Agriculture,Entreprise Privée,Travailleur Familial contribuant pour une entreprise familial,0.0,0.0,1,35-44,42,1,0,Proprietaire sans titre,0
AGNEBY-TIASSA,Masculin,Célibataire,Non_connu,Non_connu,Non_connu,0.0,0.0,1,0-17,3,0,0,Proprietaire titre,0
