cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise,Cluster_Assigné
60,0,Féminin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
76,48,Masculin,Marié(e),BEDY-GOAZON,Urbain,CAVALLY,1,10
92,37,Féminin,Marié(e),BEDY-GOAZON,Urbain,CAVALLY,0,80
55,6,Masculin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
55,7,Masculin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
55,4,Masculin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
55,6,Masculin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
55,3,Masculin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
81,15,Masculin,Célibataire,BEDY-GOAZON,Urbain,CAVALLY,0,71
33,73,Féminin,Veuf(ve),GUIGLO,Urbain,CAVALLY,0,7
14,41,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
53,20,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
9,29,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
92,23,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,71
3,49,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
81,17,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,15,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,19,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
14,19,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
14,18,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
76,55,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
60,1,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,4,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,10,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,13,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,42,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
34,44,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
14,18,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
64,23,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,7,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,2,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,35,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
23,60,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
14,23,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,6,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,56,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
11,66,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,11,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
23,69,Féminin,Veuf(ve),GUIGLO,Urbain,CAVALLY,1,59
60,10,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
76,43,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
55,10,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,33,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
55,5,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,15,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,10,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,7,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
34,47,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
64,39,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,13,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,35,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
64,26,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
23,63,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
11,69,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
55,4,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,3,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,13,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,46,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
55,2,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,22,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
9,35,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
3,32,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,13,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,11,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,45,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
11,61,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
81,13,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,22,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
81,16,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
11,59,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
60,4,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,53,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
64,25,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,13,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,14,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,20,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,16,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,0,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,6,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,19,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
14,22,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
3,29,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
3,45,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
76,43,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
14,21,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
14,18,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
93,40,Masculin,Union libre,GUIGLO,Urbain,CAVALLY,1,10
92,28,Féminin,Union libre,GUIGLO,Urbain,CAVALLY,0,80
55,4,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,37,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,6,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,16,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
81,14,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,10,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,6,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,13,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,15,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,17,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,57,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
11,61,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
81,19,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,20,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
81,20,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,21,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,24,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,38,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
55,4,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,0,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,18,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
64,19,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
76,53,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
55,10,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
3,40,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
64,33,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,5,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,11,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,9,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
76,44,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,9,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
23,47,Féminin,Veuf(ve),GUIGLO,Urbain,CAVALLY,1,10
81,15,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,17,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
81,17,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,14,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,22,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,71
60,6,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,7,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,14,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
76,45,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,3,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,16,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,16,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,25,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
53,31,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
64,23,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,12,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,14,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
11,58,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
60,9,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
34,49,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,16,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
34,49,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
14,22,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,5,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,0,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,7,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,9,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
76,43,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,10,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,29,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
34,57,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
14,22,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
14,20,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,10,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
64,32,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
81,12,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,18,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
60,9,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,5,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,28,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
76,46,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
3,27,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
9,32,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,7,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,16,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,4,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
68,66,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,0,7
81,13,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
34,57,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
14,21,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
53,26,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,8,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,2,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,22,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,71
3,43,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
55,1,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
68,22,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,0,71
34,53,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
91,72,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,0,7
60,10,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,5,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
34,41,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
55,7,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
11,58,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,59
55,2,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,12,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
33,72,Féminin,Veuf(ve),GUIGLO,Urbain,CAVALLY,0,7
14,36,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
76,48,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
60,14,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,35,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
55,7,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,22,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,5,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,32,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
34,48,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
55,10,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
53,16,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
81,17,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
14,38,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,1,10
92,29,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
92,31,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
60,8,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,3,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,5,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,3,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,7,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,1,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
60,5,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,1,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
55,3,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
68,34,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,0,80
34,56,Féminin,Célibataire,GUIGLO,Urbain,CAVALLY,0,80
55,6,Masculin,Célibataire,GUIGLO,Urbain,CAVALLY,0,71
92,19,Féminin,Marié(e),GUIGLO,Urbain,CAVALLY,0,71
9,28,Masculin,Marié(e),GUIGLO,Urbain,CAVALLY,1,10
91,69,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,7
71,0,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
21,25,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
71,14,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
24,48,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,8,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,1,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,2,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
21,26,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
61,12,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,6,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,11,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
6,32,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,3,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,6,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,9,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
8,48,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
24,49,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,13,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,22,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,15,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,13,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
10,42,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
71,9,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,10,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
88,72,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,7
71,10,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,13,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
88,56,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
13,83,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,59
71,16,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,8,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,6,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,1,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
24,43,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
61,3,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,12,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
8,50,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
61,9,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,23,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
24,38,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
24,35,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
52,47,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
21,53,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,59
71,7,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,0,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,2,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,5,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,10,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
85,30,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
6,29,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,16,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,17,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,7,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,10,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
8,58,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
24,45,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,19,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
85,37,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
61,7,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
6,24,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
71,1,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,9,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
21,46,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
85,38,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
71,12,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
15,35,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
61,11,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,9,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,6,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,12,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,2,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
6,31,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
61,28,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,80
6,21,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
85,27,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
21,23,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
2,30,Masculin,Union libre,GUIGLO,Rural,CAVALLY,1,10
61,6,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
80,27,Féminin,Union libre,GUIGLO,Rural,CAVALLY,0,71
59,51,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,1,59
61,4,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,5,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
8,58,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
6,29,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
61,1,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
85,37,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
15,28,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
71,3,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
85,33,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
6,27,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
8,57,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,80
31,24,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
24,48,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,6,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,4,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
21,24,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
52,44,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
71,1,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
6,28,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,2,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,5,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
15,35,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
85,38,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
88,55,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
91,71,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,7
6,22,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
31,26,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
24,47,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
61,23,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
8,59,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,7
61,3,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
88,60,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,7
71,13,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,10,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,8,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
52,43,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,10
61,9,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
6,30,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,8,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,1,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
31,35,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
6,26,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
61,5,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
21,30,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
24,35,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
61,8,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
71,6,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,4,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
8,47,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
6,27,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,71
71,6,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
61,9,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
31,43,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
71,4,Féminin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
21,45,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,1,10
61,7,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
80,43,Féminin,Divorcé(e),GUIGLO,Rural,CAVALLY,0,80
61,14,Masculin,Célibataire,GUIGLO,Rural,CAVALLY,0,71
13,61,Masculin,Marié(e),GUIGLO,Rural,CAVALLY,1,59
24,44,Féminin,Marié(e),GUIGLO,Rural,CAVALLY,0,80
