cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise,age_group,predicted_cluster
55,7,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
81,16,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,15-24,55
55,4,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
55,8,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
76,44,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,35-44,9
3,38,Féminin,Marié(e),BOROTOU,Urbain,BAFING,1,35-44,3
81,13,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
60,4,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
55,0,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,,55
3,32,Féminin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,3
9,34,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,9
60,8,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
53,14,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
3,55,Féminin,Marié(e),BOROTOU,Urbain,BAFING,1,55-64,34
53,14,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
81,13,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
11,61,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,55-64,9
55,7,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
9,32,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,9
81,14,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
55,11,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
68,41,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,35-44,9
3,28,Féminin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,3
55,8,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
23,55,Féminin,Veuf(ve),BOROTOU,Urbain,BAFING,1,55-64,33
9,25,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,9
55,1,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
55,3,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
92,21,Féminin,Marié(e),BOROTOU,Urbain,BAFING,0,15-24,3
60,5,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
3,28,Féminin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,3
55,3,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
60,12,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
92,37,Féminin,Marié(e),BOROTOU,Urbain,BAFING,0,35-44,3
11,60,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,55-64,9
55,3,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
60,1,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
60,5,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
55,7,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
3,35,Féminin,Marié(e),BOROTOU,Urbain,BAFING,1,35-44,3
9,36,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,35-44,9
81,12,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
60,1,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
55,8,Masculin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,55
9,34,Masculin,Marié(e),BOROTOU,Urbain,BAFING,1,25-34,9
92,31,Féminin,Marié(e),BOROTOU,Urbain,BAFING,0,25-34,3
60,4,Féminin,Célibataire,BOROTOU,Urbain,BAFING,0,0-14,60
34,41,Féminin,Marié(e),BOROTOU,Urbain,BAFING,0,35-44,3
21,24,Masculin,Célibataire,KORO,Rural,BAFING,1,15-24,77
88,57,Féminin,Marié(e),KORO,Rural,BAFING,0,55-64,6
77,11,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
52,52,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
77,13,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,13,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
24,36,Féminin,Marié(e),KORO,Rural,BAFING,0,35-44,15
77,11,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,6,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,12,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,6,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
6,33,Féminin,Marié(e),KORO,Rural,BAFING,0,25-34,6
77,6,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,7,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
6,25,Féminin,Marié(e),KORO,Rural,BAFING,0,25-34,6
85,34,Masculin,Marié(e),KORO,Rural,BAFING,1,25-34,85
71,3,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
15,33,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
77,11,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,5,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,1,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,5,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,7,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,9,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,14,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,11,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
13,60,Masculin,Marié(e),KORO,Rural,BAFING,1,55-64,13
77,7,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
13,65,Masculin,Veuf(ve),KORO,Rural,BAFING,1,65-74,13
71,13,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
59,57,Féminin,Veuf(ve),KORO,Rural,BAFING,1,55-64,59
15,46,Féminin,Marié(e),KORO,Rural,BAFING,1,45-54,15
59,57,Féminin,Marié(e),KORO,Rural,BAFING,1,55-64,6
71,10,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,17,Féminin,Célibataire,KORO,Rural,BAFING,0,15-24,6
77,21,Masculin,Célibataire,KORO,Rural,BAFING,0,15-24,77
77,15,Masculin,Célibataire,KORO,Rural,BAFING,0,15-24,77
13,61,Masculin,Marié(e),KORO,Rural,BAFING,1,55-64,13
71,1,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
15,35,Féminin,Marié(e),KORO,Rural,BAFING,1,35-44,15
71,3,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,6,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
15,44,Féminin,Marié(e),KORO,Rural,BAFING,1,35-44,15
52,51,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
8,50,Masculin,Marié(e),KORO,Rural,BAFING,0,45-54,52
24,39,Féminin,Marié(e),KORO,Rural,BAFING,0,35-44,15
71,18,Féminin,Célibataire,KORO,Rural,BAFING,0,15-24,6
71,3,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,5,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,12,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,3,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
85,29,Masculin,Marié(e),KORO,Rural,BAFING,1,25-34,85
77,1,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
15,27,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
85,37,Masculin,Marié(e),KORO,Rural,BAFING,1,35-44,52
6,18,Féminin,Marié(e),KORO,Rural,BAFING,0,15-24,6
6,25,Féminin,Marié(e),KORO,Rural,BAFING,0,25-34,6
24,35,Féminin,Marié(e),KORO,Rural,BAFING,0,35-44,15
77,5,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,1,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
52,47,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
77,5,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,3,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
85,39,Masculin,Marié(e),KORO,Rural,BAFING,1,35-44,52
6,32,Féminin,Marié(e),KORO,Rural,BAFING,0,25-34,6
77,0,Masculin,Célibataire,KORO,Rural,BAFING,0,,77
6,32,Féminin,Marié(e),KORO,Rural,BAFING,0,25-34,6
52,46,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
15,34,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
71,6,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,1,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
52,52,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
21,15,Masculin,Célibataire,KORO,Rural,BAFING,1,15-24,77
24,39,Féminin,Marié(e),KORO,Rural,BAFING,0,35-44,15
77,3,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
15,31,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
85,37,Masculin,Marié(e),KORO,Rural,BAFING,1,35-44,52
71,13,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,7,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,7,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,10,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,13,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,10,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
52,52,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
15,51,Féminin,Marié(e),KORO,Rural,BAFING,1,45-54,15
21,21,Masculin,Célibataire,KORO,Rural,BAFING,1,15-24,77
10,21,Féminin,Célibataire,KORO,Rural,BAFING,1,15-24,6
77,11,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
80,37,Féminin,Union libre,KORO,Rural,BAFING,0,35-44,10
71,0,Féminin,Célibataire,KORO,Rural,BAFING,0,,71
2,43,Masculin,Union libre,KORO,Rural,BAFING,1,35-44,2
10,33,Féminin,Célibataire,KORO,Rural,BAFING,1,25-34,6
10,35,Féminin,Célibataire,KORO,Rural,BAFING,1,35-44,10
71,13,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,5,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
77,6,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,8,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,10,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,9,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
52,49,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
15,44,Féminin,Marié(e),KORO,Rural,BAFING,1,35-44,15
10,38,Féminin,Célibataire,KORO,Rural,BAFING,1,35-44,10
71,1,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
15,34,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
85,39,Masculin,Marié(e),KORO,Rural,BAFING,1,35-44,52
15,33,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
77,4,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,1,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
15,26,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
71,0,Féminin,Célibataire,KORO,Rural,BAFING,0,,71
85,31,Masculin,Marié(e),KORO,Rural,BAFING,1,25-34,85
71,10,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
6,33,Féminin,Marié(e),KORO,Rural,BAFING,0,25-34,6
71,1,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,5,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
85,41,Masculin,Marié(e),KORO,Rural,BAFING,1,35-44,52
71,12,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
71,13,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
15,34,Féminin,Marié(e),KORO,Rural,BAFING,1,25-34,6
71,7,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
52,50,Masculin,Marié(e),KORO,Rural,BAFING,1,45-54,52
21,22,Masculin,Célibataire,KORO,Rural,BAFING,1,15-24,77
77,11,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
77,14,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
71,8,Féminin,Célibataire,KORO,Rural,BAFING,0,0-14,71
10,33,Féminin,Union libre,KORO,Rural,BAFING,1,25-34,6
77,5,Masculin,Célibataire,KORO,Rural,BAFING,0,0-14,77
2,45,Masculin,Union libre,KORO,Rural,BAFING,1,45-54,2
71,6,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,12,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
77,9,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,13,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
24,48,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,45-54,15
77,7,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,2,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
24,36,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,35-44,15
77,11,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
52,50,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,45-54,52
15,33,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,25-34,6
85,40,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,52
77,2,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
77,7,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
7,82,Féminin,Veuf(ve),MAHANDOUGOU,Rural,BAFING,0,75-84,6
15,40,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,15
52,46,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,45-54,52
71,9,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
24,34,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,25-34,6
71,8,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,13,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,14,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,5,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
8,63,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,55-64,8
6,32,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,25-34,6
71,3,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
85,37,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,52
71,18,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,15-24,6
71,2,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
6,26,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,25-34,6
77,5,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
6,26,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,25-34,6
6,25,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,25-34,6
71,2,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
71,4,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
71,2,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,10,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
85,30,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,25-34,85
77,7,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
77,0,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,,77
77,4,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
15,30,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,25-34,6
85,37,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,52
15,26,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,25-34,6
6,33,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,25-34,6
52,42,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,52
77,21,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,15-24,77
77,12,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
77,3,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,3,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
24,38,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,35-44,15
77,9,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,6,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,0,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,,77
71,0,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,,71
77,4,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,6,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,13,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
24,47,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,45-54,15
71,12,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
88,61,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,55-64,6
91,68,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,65-74,13
77,10,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
85,37,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,52
77,7,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,3,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
71,8,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
71,5,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
15,28,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,25-34,6
77,1,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,13,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,7,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,1,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
24,39,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,0,35-44,15
77,10,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
52,43,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,52
77,4,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
15,37,Féminin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,35-44,15
77,6,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,4,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
52,49,Masculin,Marié(e),MAHANDOUGOU,Rural,BAFING,1,45-54,52
77,17,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,15-24,77
71,12,Féminin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,71
77,8,Masculin,Célibataire,MAHANDOUGOU,Rural,BAFING,0,0-14,77
71,2,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
88,50,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,45-54,15
88,50,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,45-54,15
77,2,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,5,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
85,35,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,35-44,85
85,32,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,85
15,27,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,6
71,11,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
71,12,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
8,63,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,0,55-64,8
71,11,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
24,41,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,35-44,15
71,4,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
77,5,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,7,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
7,55,Féminin,Veuf(ve),NIOKOSSO,Rural,BAFING,0,55-64,88
77,7,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
85,33,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,85
77,4,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,20,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,15-24,77
15,23,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,1,15-24,6
6,29,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
85,41,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,35-44,85
71,1,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
6,19,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,15-24,6
77,7,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
6,30,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
13,67,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,65-74,8
71,1,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
77,12,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
59,64,Féminin,Veuf(ve),NIOKOSSO,Rural,BAFING,1,55-64,88
77,5,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
85,38,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,35-44,85
15,40,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,1,35-44,15
71,2,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
6,21,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,15-24,6
6,29,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
85,27,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,85
77,4,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
71,8,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
6,32,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
77,15,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,15-24,77
77,5,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,10,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
52,42,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,35-44,85
85,30,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,85
6,24,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,15-24,6
77,2,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
71,6,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
6,19,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,15-24,6
71,5,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
7,46,Féminin,Veuf(ve),NIOKOSSO,Rural,BAFING,0,45-54,15
77,13,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
71,4,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
71,12,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
85,38,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,35-44,85
8,63,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,0,55-64,8
24,34,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
91,79,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,0,75-84,8
2,44,Masculin,Séparé,NIOKOSSO,Rural,BAFING,1,35-44,85
71,7,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
88,66,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,65-74,6
77,4,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
6,28,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
71,1,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
85,27,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,85
6,19,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,15-24,6
77,12,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,6,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
8,58,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,0,55-64,8
71,10,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
77,14,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,2,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,10,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
6,33,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,0,25-34,6
71,2,Féminin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,71
77,6,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
77,4,Masculin,Célibataire,NIOKOSSO,Rural,BAFING,0,0-14,77
85,28,Masculin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,85
15,26,Féminin,Marié(e),NIOKOSSO,Rural,BAFING,1,25-34,6
77,15,Masculin,Célibataire,GOUEKAN,Rural,BAFING,0,15-24,77
31,44,Masculin,Marié(e),GOUEKAN,Rural,BAFING,0,35-44,52
24,39,Féminin,Marié(e),GOUEKAN,Rural,BAFING,0,35-44,24
77,4,Masculin,Célibataire,GOUEKAN,Rural,BAFING,0,0-14,77
77,3,Masculin,Célibataire,GOUEKAN,Rural,BAFING,0,0-14,77
24,43,Féminin,Marié(e),GOUEKAN,Rural,BAFING,0,35-44,24
24,44,Féminin,Marié(e),GOUEKAN,Rural,BAFING,0,35-44,24
71,14,Féminin,Célibataire,GOUEKAN,Rural,BAFING,0,0-14,71
77,1,Masculin,Célibataire,GOUEKAN,Rural,BAFING,0,0-14,77
71,0,Féminin,Célibataire,GOUEKAN,Rural,BAFING,0,,8
52,46,Masculin,Marié(e),GOUEKAN,Rural,BAFING,1,45-54,8
71,6,Féminin,Célibataire,GOUEKAN,Rural,BAFING,0,0-14,71
