region,sexe,mstat,age_grp,nbr_indv,mean_rev,mean_banked,empl_formel,proprio_titre,proprio_sans,locataire,autre_logement,assurance,categorie_revenus,niveau_bancaire,statut_logement,niveau_emploi,niveau_assurance,score_bancaire_optimise,categorie_risque_bancaire,recommandation_credit
HAUT-SASSANDRA,Masculin,Union libre,45-54,10.0,0.0,0.69999999,0.0,0.1,0.60000002,0.1,0.2,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
HAUT-SASSANDRA,Masculin,Union libre,55-64,4.0,45833.336,0.75,0.0,0.25,0.5,0.0,0.25,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
HAUT-SASSANDRA,Masculin,Union libre,65+,2.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
HAUT-SASSANDRA,Masculin,Veuf(ve),25-34,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
HAUT-SASSANDRA,Masculin,Veuf(ve),35-44,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
HAUT-SASSANDRA,Masculin,Veuf(ve),45-54,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
HAUT-SASSANDRA,Masculin,Veuf(ve),55-64,4.0,22500.0,0.75,0.0,0.0,0.5,0.0,0.5,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
HAUT-SASSANDRA,Masculin,Veuf(ve),65+,7.0,0.0,0.5714286,0.0,0.0,0.71428573,0.14285715,0.14285715,0.14285715,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Assure,33,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Célibataire,0-14,293.0,0.0,0.0,0.0,0.10238907,0.56313992,0.054607507,0.27986348,0.010238908,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,6,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Féminin,Célibataire,15-24,75.0,3154.3157,0.37333333,0.0,0.2,0.40000001,0.093333334,0.30666667,0.013333334000000002,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Célibataire,25-34,27.0,22353.301,0.7037037,0.07407407500000002,0.18518518,0.29629630000000007,0.07407407500000002,0.44444445,0.037037037,Revenus_moyens,Bancarise,Autre_logement,Mixte,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
IFFOU,Féminin,Célibataire,35-44,11.0,2727.2727,0.81818181,0.0,0.090909094,0.45454547,0.0,0.45454547,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
IFFOU,Féminin,Célibataire,45-54,12.0,9416.667,0.66666669,0.0,0.25,0.33333334,0.0,0.41666666,0.0,Revenus_faibles,Bancarise,Autre_logement,Informel,Non_assure,40,Risque_Moyen,ETUDE_Approfondie
IFFOU,Féminin,Célibataire,55-64,5.0,0.0,0.40000001,0.0,0.0,0.60000002,0.0,0.40000001,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
IFFOU,Féminin,Célibataire,65+,3.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.66666669,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,0,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Féminin,Divorcé(e),35-44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Divorcé(e),55-64,5.0,0.0,0.2,0.0,0.40000001,0.40000001,0.0,0.2,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
IFFOU,Féminin,Divorcé(e),65+,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Féminin,Marié(e),15-24,10.0,7343.77928,0.5,0.0,0.1,0.8,0.1,0.0,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,43,Risque_Moyen,ETUDE_Approfondie
IFFOU,Féminin,Marié(e),25-34,39.0,2214.711423076923,0.3846153923076923,0.0,0.1282051346153846,0.6923077128205127,0.05128205115384615,0.1282051346153846,0.025641026025641025,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Marié(e),35-44,42.0,5510.123785714286,0.42857142857142855,0.0,0.11904761999999999,0.5714285719047618,0.04761904809523809,0.2619047761904762,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Marié(e),45-54,38.0,1342.0336631578948,0.39473685157894733,0.0,0.052631581578947366,0.7368421010526316,0.052631580631578946,0.15789474378947368,0.052631580631578946,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Marié(e),55-64,26.0,5638.513938461539,0.19230769076923077,0.0,0.3076923061538462,0.5384615553846154,0.0,0.1538461523076923,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Marié(e),65+,9.0,0.0,0.33333334,0.0,0.22222222666666663,0.7777777933333333,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Féminin,Séparé,25-34,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Séparé,45-54,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Séparé,55-64,3.0,0.0,0.66666669,0.0,0.33333334,0.33333334,0.33333334,0.0,0.33333334,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Assure,38,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Union libre,15-24,7.0,6412.462399999999,0.2857143,0.0,0.0,0.42857143,0.0,0.5714286,0.0,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Non_assure,25,Risque_Eleve,REFUS_Recommande
IFFOU,Féminin,Union libre,25-34,14.0,2672.8659999999995,0.5714286,0.0,0.071428575,0.42857143,0.21428572000000004,0.2857143,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
IFFOU,Féminin,Union libre,35-44,9.0,5777.7778,0.44444445,0.0,0.0,0.44444445,0.22222222,0.33333334,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Union libre,45-54,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
IFFOU,Féminin,Union libre,55-64,3.0,0.0,0.0,0.0,0.66666669,0.33333334,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Féminin,Veuf(ve),25-34,2.0,19706.434,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Non_assure,62,Risque_Faible,ACCORD_Conditionnel
IFFOU,Féminin,Veuf(ve),45-54,7.0,0.0,0.2857143,0.0,0.14285715,0.5714286,0.0,0.2857143,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
IFFOU,Féminin,Veuf(ve),55-64,16.0,0.0,0.4375,0.0,0.1875,0.5,0.0,0.3125,0.0625,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,21,Risque_Eleve,REFUS_Recommande
IFFOU,Féminin,Veuf(ve),65+,37.0,0.0,0.27027026,0.0,0.21621622,0.43243244,0.0,0.35135135,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Masculin,Célibataire,0-14,333.0,195.19519,0.0,0.0,0.12612613,0.57657659,0.069069073,0.22822823,0.0060060062,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Masculin,Célibataire,15-24,82.0,4685.4785,0.47560975,0.0,0.18292683,0.52439022,0.12195122,0.17073171,0.024390243,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
IFFOU,Masculin,Célibataire,25-34,29.0,34245.313,0.82758623,0.0,0.13793103,0.48275861,0.068965517,0.31034482,0.034482758,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
IFFOU,Masculin,Célibataire,35-44,20.0,15750.0,0.55000001,0.0,0.15000001,0.55000001,0.050000001,0.25,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
IFFOU,Masculin,Célibataire,45-54,6.0,0.0,0.66666669,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
IFFOU,Masculin,Célibataire,55-64,4.0,5000.0,0.5,0.0,0.0,0.75,0.0,0.25,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,43,Risque_Moyen,ETUDE_Approfondie
IFFOU,Masculin,Divorcé(e),65+,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Masculin,Marié(e),25-34,17.0,46132.36423529412,0.8823529411764706,0.0,0.11764705882352941,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.058823529411764705,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
IFFOU,Masculin,Marié(e),35-44,37.0,10185.928540540539,0.7567567567567568,0.0,0.10810810702702703,0.6486486713513513,0.027027027243243244,0.2162162216216216,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
IFFOU,Masculin,Marié(e),45-54,35.0,18009.52282857143,0.68571426,0.0,0.02857142805714286,0.6571428322857142,0.11428571057142858,0.20000000742857144,0.02857142805714286,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
IFFOU,Masculin,Marié(e),55-64,30.0,3152.6127199999996,0.666666648,0.0,0.23333333599999997,0.50000002,0.0333333344,0.233333334,0.0333333344,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,44,Risque_Moyen,ETUDE_Approfondie
IFFOU,Masculin,Marié(e),65+,21.0,9079.365666666667,0.47619047952380944,0.0,0.2857142966666667,0.7142857276190476,0.0,0.0,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,27,Risque_Eleve,REFUS_Recommande
IFFOU,Masculin,Séparé,35-44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
IFFOU,Masculin,Séparé,45-54,1.0,45000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Revenus_moyens,Non_bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
IFFOU,Masculin,Union libre,15-24,4.0,50000.0,0.25,0.0,0.0,0.25,0.0,0.75,0.0,Revenus_eleves,Partiellement_bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
IFFOU,Masculin,Union libre,25-34,10.0,6500.0,0.69999999,0.0,0.0,0.60000002,0.0,0.40000001,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
IFFOU,Masculin,Union libre,35-44,14.0,34889.285,0.78571427,0.0,0.14285715,0.35714287,0.2857143,0.21428572000000004,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,60,Risque_Faible,ACCORD_Conditionnel
IFFOU,Masculin,Union libre,45-54,2.0,39000.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,Revenus_moyens,Bancarise,Locataire,Informel,Non_assure,57,Risque_Moyen,ACCORD_Conditionnel
IFFOU,Masculin,Union libre,55-64,3.0,26666.666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
IFFOU,Masculin,Union libre,65+,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Masculin,Veuf(ve),35-44,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
IFFOU,Masculin,Veuf(ve),55-64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
IFFOU,Masculin,Veuf(ve),65+,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Célibataire,0-14,387.0,172.03703,0.0,0.0,0.31007752,0.29457363,0.19121447,0.20413436,0.023255814,Revenus_faibles,Non_bancarise,Proprietaire_titre,Informel,Faiblement_assure,18,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Célibataire,15-24,114.0,3293.1567,0.42105263,0.0,0.30701753,0.22807017,0.29824561,0.16666667,0.026315789999999995,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Célibataire,25-34,28.0,9725.1641,0.75,0.0,0.35714287,0.17857143,0.35714287,0.10714286000000002,0.035714287,Revenus_faibles,Bancarise,Proprietaire_titre,Informel,Faiblement_assure,48,Risque_Moyen,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Célibataire,35-44,16.0,10937.5,0.75,0.0,0.25,0.125,0.375,0.25,0.0625,Revenus_moyens,Bancarise,Locataire,Informel,Faiblement_assure,58,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Féminin,Célibataire,45-54,9.0,0.0,0.8888889,0.0,0.0,0.33333334,0.22222222,0.44444445,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Célibataire,55-64,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Célibataire,65+,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Non_bancarise,Locataire,Informel,Non_assure,2,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Divorcé(e),55-64,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Divorcé(e),65+,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Marié(e),15-24,27.0,1842.5031148148148,0.40740742185185186,0.0,0.11111111259259258,0.29629630000000007,0.18518518037037038,0.4074074140740741,0.0,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Non_assure,25,Risque_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Marié(e),25-34,94.0,1206.4536153191489,0.4468085102127659,0.0,0.3404255376595745,0.28723404127659574,0.15957447,0.21276595297872342,0.021276596234042554,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,35,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Marié(e),35-44,81.0,1102.093986419753,0.506172837037037,0.0,0.23456789518518517,0.3209876471604938,0.23456789493827165,0.2098765327160494,0.04938271449382716,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,46,Risque_Moyen,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Marié(e),45-54,52.0,7618.89825,0.4615384725,0.0192307695,0.32692308249999996,0.34615385249999997,0.19230770249999998,0.134615385,0.07692308,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Marié(e),55-64,15.0,4309.5944,0.4666666773333334,0.0,0.5333333440000001,0.20000000599999998,0.06666666893333333,0.20000000599999998,0.06666666893333333,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Faiblement_assure,33,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Marié(e),65+,4.0,27083.335,0.25000000499999997,0.0,0.500000005,0.0,0.0,0.5000000175,0.0,Revenus_moyens,Partiellement_bancarise,Autre_logement,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Séparé,15-24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,8,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Séparé,35-44,2.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Séparé,45-54,3.0,0.0,1.0,0.0,0.0,0.0,0.33333334,0.66666669,0.33333334,Sans_revenus,Bancarise,Autre_logement,Informel,Assure,33,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Union libre,15-24,7.0,0.0,0.42857143,0.0,0.14285715,0.14285715,0.14285715,0.5714286,0.0,Sans_revenus,Partiellement_bancarise,Autre_logement,Informel,Non_assure,15,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Union libre,25-34,15.0,13640.747,0.66666669,0.0,0.2,0.2,0.40000001,0.2,0.06666667,Revenus_moyens,Bancarise,Locataire,Informel,Faiblement_assure,58,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Féminin,Union libre,35-44,10.0,20426.961,0.69999999,0.0,0.40000001,0.2,0.1,0.30000001,0.0,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Non_assure,62,Risque_Faible,ACCORD_Conditionnel
INDENIE-DJUABLIN,Féminin,Union libre,45-54,6.0,0.0,0.66666669,0.0,0.66666669,0.0,0.0,0.33333334,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Veuf(ve),35-44,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Veuf(ve),45-54,8.0,16250.0,0.375,0.0,0.25,0.375,0.125,0.25,0.0,Revenus_moyens,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,47,Risque_Moyen,ETUDE_Approfondie
INDENIE-DJUABLIN,Féminin,Veuf(ve),55-64,18.0,0.0,0.33333334,0.0,0.55555558,0.22222222,0.11111111,0.11111111,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Féminin,Veuf(ve),65+,26.0,0.0,0.11538462,0.0,0.26923078,0.26923078,0.11538462,0.34615386,0.0,Sans_revenus,Partiellement_bancarise,Autre_logement,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Masculin,Célibataire,0-14,388.0,132.8239,0.0,0.0,0.3041237,0.30670103,0.17783505,0.2113402,0.023195876,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Masculin,Célibataire,15-24,127.0,14028.177,0.51968503,0.0,0.2992126,0.23622048,0.33858266,0.12598425,0.023622047,Revenus_moyens,Bancarise,Locataire,Informel,Faiblement_assure,56,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Célibataire,25-34,46.0,43162.527,0.7608695599999998,0.021739131,0.19565217,0.21739130000000004,0.23913044,0.3478260899999999,0.021739131,Revenus_moyens,Bancarise,Autre_logement,Mixte,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Célibataire,35-44,14.0,29315.023000000005,0.85714287,0.0,0.14285715,0.071428575,0.5714286,0.21428572000000004,0.0,Revenus_moyens,Bancarise,Locataire,Informel,Non_assure,57,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Célibataire,45-54,3.0,0.0,0.66666669,0.0,0.33333334,0.33333334,0.33333334,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Masculin,Célibataire,65+,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Masculin,Divorcé(e),35-44,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Masculin,Divorcé(e),55-64,2.0,64151.582,0.5,0.0,0.0,0.5,0.5,0.0,0.0,Revenus_eleves,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,73,Risque_Faible,ACCORD_Recommande
INDENIE-DJUABLIN,Masculin,Marié(e),15-24,5.0,23100.0,0.80000001,0.0,0.0,0.2,0.0,0.80000001,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,53,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Marié(e),25-34,29.0,22463.645586206898,0.827586221724138,0.0,0.20689655103448276,0.2068965596551724,0.2068965593103448,0.3793103510344828,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Marié(e),35-44,81.0,34303.00244444444,0.7901234435802469,0.024691357802469137,0.2098765397530864,0.333333342345679,0.19753085580246915,0.2592592590123457,0.04938271477777778,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Marié(e),45-54,56.0,37092.509778571424,0.8392857257142857,0.05357143000000001,0.2678571442857143,0.3571428521428572,0.25000000642857145,0.12500000071428571,0.01785714307142857,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Marié(e),55-64,41.0,67405.95317073171,0.8048780585365853,0.04878048878048781,0.31707318048780486,0.1951219512195122,0.24390243902439024,0.24390243902439024,0.14634147317073168,Revenus_eleves,Bancarise,Proprietaire_titre,Mixte,Assure,83,Risque_Tres_Faible,ACCORD_Recommande
INDENIE-DJUABLIN,Masculin,Marié(e),65+,20.0,2927.26707,0.7500000124999999,0.0,0.5500000045,0.25000000450000004,0.050000002,0.1499999995,0.100000004,Revenus_faibles,Bancarise,Proprietaire_titre,Informel,Assure,45,Risque_Moyen,ETUDE_Approfondie
INDENIE-DJUABLIN,Masculin,Séparé,55-64,1.0,60000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Revenus_eleves,Non_bancarise,Proprietaire_titre,Informel,Non_assure,50,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Union libre,15-24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,28,Risque_Eleve,REFUS_Recommande
INDENIE-DJUABLIN,Masculin,Union libre,25-34,10.0,23175.154,0.80000001,0.0,0.2,0.1,0.30000001,0.40000001,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
INDENIE-DJUABLIN,Masculin,Union libre,35-44,19.0,67734.008,0.84210527,0.05263157899999999,0.31578946,0.21052631999999996,0.2631579,0.21052631999999996,0.10526315999999998,Revenus_eleves,Bancarise,Proprietaire_titre,Mixte,Assure,85,Risque_Tres_Faible,ACCORD_Recommande
INDENIE-DJUABLIN,Masculin,Union libre,45-54,3.0,0.0,1.0,0.0,0.33333334,0.0,0.0,0.66666669,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
INDENIE-DJUABLIN,Masculin,Union libre,55-64,5.0,0.0,0.80000001,0.0,0.60000002,0.2,0.0,0.2,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
