cluster,age_num,sex,marital_status,city,bancarise
0,7,Féminin,Célibataire,DIEGONEFLA,0
0,0,Féminin,Célibataire,DIEGONEFLA,0
1,34,Féminin,Marié(e),DIEGONEFLA,1
0,18,Féminin,Célibataire,DIEGONEFLA,1
1,38,Masculin,Marié(e),DIEGONEFLA,1
1,45,Féminin,Union libre,DIEGONEFLA,1
0,6,Masculin,Célibataire,DIEGONEFLA,0
0,8,Masculin,Célibataire,DIEGONEFLA,0
1,69,Masculin,Union libre,DIEGONEFLA,1
0,6,Masculin,Célibataire,DIEGONEFLA,0
1,27,Masculin,Union libre,DIEGONEFLA,1
0,16,Masculin,Célibataire,DIEGONEFLA,0
1,20,Féminin,Union libre,DIEGONEFLA,1
1,31,Féminin,Union libre,DIEGONEFLA,0
1,59,Féminin,Marié(e),DIEGONEFLA,0
1,36,Masculin,Union libre,DIEGONEFLA,0
1,66,Féminin,Marié(e),DIEGONEFLA,0
1,76,Masculin,Marié(e),DIEGONEFLA,0
1,30,Masculin,Marié(e),DIEGONEFLA,1
0,7,Masculin,Célibataire,DIEGONEFLA,0
1,26,Féminin,Marié(e),DIEGONEFLA,0
0,12,Féminin,Célibataire,DIEGONEFLA,0
1,40,Féminin,Marié(e),DIEGONEFLA,0
1,47,Masculin,Marié(e),DIEGONEFLA,1
0,9,Masculin,Célibataire,DIEGONEFLA,0
0,5,Féminin,Célibataire,DIEGONEFLA,0
0,3,Féminin,Célibataire,DIEGONEFLA,0
0,9,Féminin,Célibataire,DIEGONEFLA,0
1,43,Féminin,Marié(e),DIEGONEFLA,1
1,47,Masculin,Marié(e),DIEGONEFLA,1
1,52,Féminin,Marié(e),DIEGONEFLA,1
1,64,Masculin,Marié(e),DIEGONEFLA,1
0,10,Féminin,Célibataire,DIEGONEFLA,0
1,44,Masculin,Marié(e),DIEGONEFLA,1
1,52,Féminin,Marié(e),DIEGONEFLA,1
0,7,Masculin,Célibataire,DIEGONEFLA,0
1,31,Féminin,Célibataire,GUEPAHOUO,1
0,5,Masculin,Célibataire,GUEPAHOUO,0
0,0,Féminin,Célibataire,GUEPAHOUO,0
1,54,Masculin,Marié(e),GUEPAHOUO,1
0,5,Masculin,Célibataire,GUEPAHOUO,0
0,20,Féminin,Célibataire,GUEPAHOUO,0
0,15,Masculin,Célibataire,GUEPAHOUO,0
0,5,Masculin,Célibataire,GUEPAHOUO,0
0,10,Masculin,Célibataire,GUEPAHOUO,0
1,44,Féminin,Marié(e),GUEPAHOUO,0
1,60,Féminin,Veuf(ve),GUEPAHOUO,0
1,49,Féminin,Marié(e),GUEPAHOUO,1
0,10,Féminin,Célibataire,GUEPAHOUO,0
0,8,Féminin,Célibataire,GUEPAHOUO,0
1,60,Féminin,Marié(e),GUEPAHOUO,1
1,65,Masculin,Marié(e),GUEPAHOUO,1
0,10,Féminin,Célibataire,GUEPAHOUO,0
1,63,Masculin,Marié(e),GUEPAHOUO,0
1,67,Féminin,Marié(e),GUEPAHOUO,0
0,6,Féminin,Célibataire,GUEPAHOUO,0
0,6,Féminin,Célibataire,GUEPAHOUO,0
1,31,Masculin,Célibataire,GUEPAHOUO,1
1,41,Masculin,Marié(e),GUEPAHOUO,1
0,9,Masculin,Célibataire,GUEPAHOUO,0
1,41,Féminin,Marié(e),GUEPAHOUO,1
0,13,Masculin,Célibataire,GUEPAHOUO,0
0,16,Féminin,Célibataire,GUEPAHOUO,0
0,2,Masculin,Célibataire,GUEPAHOUO,0
1,39,Féminin,Célibataire,GUEPAHOUO,1
0,11,Féminin,Célibataire,GUEPAHOUO,0
0,9,Féminin,Célibataire,GUEPAHOUO,0
0,7,Masculin,Célibataire,GUEPAHOUO,0
1,32,Féminin,Marié(e),GUEPAHOUO,0
0,4,Masculin,Célibataire,GUEPAHOUO,0
1,36,Masculin,Marié(e),GUEPAHOUO,1
0,2,Masculin,Célibataire,GUEPAHOUO,0
0,0,Féminin,Célibataire,GUEPAHOUO,0
1,19,Féminin,Union libre,GUEPAHOUO,1
1,23,Masculin,Union libre,GUEPAHOUO,1
0,4,Féminin,Célibataire,GUEPAHOUO,0
1,35,Masculin,Marié(e),GUEPAHOUO,1
1,35,Féminin,Marié(e),GUEPAHOUO,1
0,9,Masculin,Célibataire,GUEPAHOUO,0
0,8,Masculin,Célibataire,GUEPAHOUO,0
1,32,Féminin,Union libre,GUEPAHOUO,0
0,10,Masculin,Célibataire,GUEPAHOUO,0
1,33,Masculin,Union libre,GUEPAHOUO,1
0,4,Masculin,Célibataire,GUEPAHOUO,0
1,33,Féminin,Marié(e),GUEPAHOUO,1
0,10,Masculin,Célibataire,GUEPAHOUO,0
0,5,Masculin,Célibataire,GUEPAHOUO,0
1,41,Masculin,Marié(e),GUEPAHOUO,1
0,0,Masculin,Célibataire,GUEPAHOUO,0
1,66,Féminin,Veuf(ve),GUEPAHOUO,0
1,50,Masculin,Divorcé(e),GUEPAHOUO,1
0,18,Masculin,Célibataire,GUEPAHOUO,1
0,6,Féminin,Célibataire,GUEPAHOUO,0
1,43,Masculin,Marié(e),GUEPAHOUO,1
1,19,Féminin,Marié(e),GUEPAHOUO,0
1,38,Féminin,Marié(e),GUEPAHOUO,0
0,11,Masculin,Célibataire,GUEPAHOUO,0
0,8,Masculin,Célibataire,GUEPAHOUO,0
1,36,Masculin,Marié(e),GUEPAHOUO,1
1,36,Masculin,Célibataire,GUEPAHOUO,1
1,51,Féminin,Veuf(ve),GUEPAHOUO,1
1,25,Féminin,Marié(e),GUEPAHOUO,1
0,2,Féminin,Célibataire,GUEPAHOUO,0
1,22,Féminin,Marié(e),GUEPAHOUO,1
0,5,Féminin,Célibataire,GUEPAHOUO,0
0,2,Masculin,Célibataire,GUEPAHOUO,0
1,21,Masculin,Marié(e),GUEPAHOUO,1
0,3,Féminin,Célibataire,GUEPAHOUO,0
1,29,Masculin,Marié(e),GUEPAHOUO,1
1,18,Féminin,Marié(e),GUEPAHOUO,1
1,48,Féminin,Marié(e),GUEPAHOUO,1
1,22,Féminin,Marié(e),GUEPAHOUO,1
1,79,Masculin,Marié(e),GUEPAHOUO,1
0,19,Masculin,Célibataire,GUEPAHOUO,1
1,22,Féminin,Marié(e),GUEPAHOUO,1
0,15,Masculin,Célibataire,GUEPAHOUO,0
0,3,Féminin,Célibataire,GUEPAHOUO,0
0,6,Féminin,Célibataire,GUEPAHOUO,0
1,66,Masculin,Marié(e),GUEPAHOUO,1
0,11,Féminin,Célibataire,GUEPAHOUO,0
1,45,Féminin,Marié(e),GUEPAHOUO,0
0,18,Féminin,Célibataire,GUEPAHOUO,0
1,60,Féminin,Veuf(ve),GUEPAHOUO,0
1,70,Féminin,Veuf(ve),GUEPAHOUO,0
1,28,Féminin,Marié(e),GUEPAHOUO,1
1,36,Masculin,Marié(e),GUEPAHOUO,1
0,1,Masculin,Célibataire,GUEPAHOUO,0
0,7,Féminin,Célibataire,GUEPAHOUO,0
0,4,Féminin,Célibataire,GUEPAHOUO,0
0,2,Féminin,Célibataire,GUEPAHOUO,0
0,10,Féminin,Célibataire,GUEPAHOUO,0
1,35,Masculin,Marié(e),GUEPAHOUO,1
1,38,Féminin,Marié(e),GUEPAHOUO,1
1,55,Féminin,Veuf(ve),GUEPAHOUO,0
1,66,Masculin,Marié(e),GUEPAHOUO,1
0,16,Masculin,Célibataire,GUEPAHOUO,0
0,10,Féminin,Célibataire,GUEPAHOUO,0
0,22,Masculin,Célibataire,GUEPAHOUO,1
0,14,Masculin,Célibataire,GUEPAHOUO,0
0,8,Féminin,Célibataire,GUEPAHOUO,0
0,17,Féminin,Célibataire,GUEPAHOUO,0
1,39,Masculin,Célibataire,GUEPAHOUO,1
1,31,Féminin,Marié(e),GUEPAHOUO,0
1,41,Féminin,Marié(e),GUEPAHOUO,0
1,53,Masculin,Marié(e),GUEPAHOUO,1
0,7,Féminin,Célibataire,GUEPAHOUO,0
0,20,Masculin,Célibataire,GUEPAHOUO,0
1,36,Féminin,Marié(e),GUEPAHOUO,1
1,26,Féminin,Marié(e),GUEPAHOUO,0
0,5,Féminin,Célibataire,GUEPAHOUO,0
0,13,Masculin,Célibataire,GUEPAHOUO,0
1,47,Masculin,Marié(e),OUME,1
0,8,Féminin,Célibataire,OUME,0
0,12,Féminin,Célibataire,OUME,0
1,40,Féminin,Marié(e),OUME,1
0,14,Féminin,Célibataire,OUME,0
0,22,Masculin,Célibataire,OUME,1
0,1,Masculin,Célibataire,OUME,0
1,48,Masculin,Marié(e),OUME,1
1,32,Féminin,Marié(e),OUME,0
0,4,Masculin,Célibataire,OUME,0
0,13,Masculin,Célibataire,OUME,0
0,12,Masculin,Célibataire,OUME,0
0,6,Féminin,Célibataire,OUME,0
1,42,Masculin,Marié(e),OUME,1
1,26,Féminin,Marié(e),OUME,1
0,6,Masculin,Célibataire,OUME,0
0,13,Masculin,Célibataire,OUME,0
0,19,Féminin,Célibataire,OUME,0
1,45,Masculin,Marié(e),OUME,1
0,22,Masculin,Célibataire,OUME,0
0,17,Masculin,Célibataire,OUME,0
0,0,Féminin,Célibataire,OUME,0
0,21,Féminin,Célibataire,OUME,0
1,39,Féminin,Marié(e),OUME,1
0,12,Masculin,Célibataire,OUME,0
0,15,Féminin,Célibataire,OUME,0
0,12,Masculin,Célibataire,OUME,0
1,60,Féminin,Veuf(ve),OUME,1
0,18,Masculin,Célibataire,OUME,0
0,4,Masculin,Célibataire,OUME,0
0,4,Masculin,Célibataire,OUME,0
0,7,Féminin,Célibataire,OUME,0
1,37,Féminin,Marié(e),OUME,1
0,17,Masculin,Célibataire,OUME,1
1,42,Masculin,Marié(e),OUME,1
0,0,Féminin,Célibataire,OUME,0
0,20,Masculin,Célibataire,OUME,1
0,19,Masculin,Célibataire,OUME,0
1,46,Féminin,Veuf(ve),OUME,1
0,11,Féminin,Célibataire,OUME,0
1,37,Masculin,Célibataire,OUME,1
1,33,Féminin,Marié(e),OUME,1
1,37,Masculin,Marié(e),OUME,1
0,1,Masculin,Célibataire,OUME,0
0,6,Féminin,Célibataire,OUME,0
0,3,Féminin,Célibataire,OUME,0
1,22,Féminin,Union libre,OUME,1
1,21,Masculin,Union libre,OUME,1
0,17,Masculin,Célibataire,OUME,0
1,58,Féminin,Veuf(ve),OUME,1
0,28,Féminin,Célibataire,OUME,0
1,87,Féminin,Veuf(ve),OUME,0
0,21,Féminin,Célibataire,OUME,1
0,14,Masculin,Célibataire,OUME,0
1,31,Féminin,Célibataire,OUME,1
0,6,Féminin,Célibataire,OUME,0
0,8,Féminin,Célibataire,OUME,0
1,50,Féminin,Marié(e),OUME,1
1,19,Féminin,Marié(e),OUME,0
0,10,Féminin,Célibataire,OUME,0
0,0,Masculin,Célibataire,OUME,0
1,28,Masculin,Marié(e),OUME,1
1,50,Masculin,Veuf(ve),OUME,1
0,15,Masculin,Célibataire,OUME,0
1,34,Féminin,Marié(e),OUME,0
1,44,Masculin,Marié(e),OUME,1
0,12,Féminin,Célibataire,OUME,0
0,9,Masculin,Célibataire,OUME,0
0,1,Masculin,Célibataire,OUME,0
0,5,Masculin,Célibataire,OUME,0
1,29,Féminin,Marié(e),OUME,1
0,2,Masculin,Célibataire,OUME,0
0,6,Féminin,Célibataire,OUME,0
1,38,Féminin,Célibataire,OUME,1
1,73,Féminin,Veuf(ve),OUME,1
0,8,Féminin,Célibataire,OUME,0
0,10,Féminin,Célibataire,OUME,0
1,36,Féminin,Célibataire,OUME,1
0,22,Masculin,Célibataire,OUME,1
1,35,Féminin,Marié(e),OUME,1
1,39,Masculin,Marié(e),OUME,1
1,62,Masculin,Marié(e),OUME,1
0,16,Masculin,Célibataire,OUME,0
0,20,Féminin,Célibataire,OUME,1
0,12,Masculin,Célibataire,OUME,0
0,5,Masculin,Célibataire,OUME,0
0,8,Féminin,Célibataire,OUME,0
0,23,Féminin,Célibataire,OUME,1
0,14,Féminin,Célibataire,OUME,0
1,47,Féminin,Marié(e),OUME,1
0,3,Féminin,Célibataire,OUME,0
1,41,Masculin,Marié(e),OUME,1
1,38,Féminin,Marié(e),OUME,1
0,21,Masculin,Célibataire,OUME,0
0,15,Masculin,Célibataire,OUME,0
0,13,Masculin,Célibataire,OUME,0
1,57,Masculin,Marié(e),OUME,1
1,53,Féminin,Marié(e),OUME,1
0,19,Masculin,Célibataire,OUME,1
1,55,Masculin,Marié(e),OUME,1
0,8,Masculin,Célibataire,OUME,0
0,18,Masculin,Célibataire,OUME,1
0,18,Masculin,Célibataire,OUME,1
1,31,Féminin,Marié(e),OUME,0
0,8,Masculin,Célibataire,OUME,0
1,68,Féminin,Veuf(ve),OUME,0
0,6,Féminin,Célibataire,OUME,0
1,26,Masculin,Union libre,OUME,1
0,4,Féminin,Célibataire,OUME,0
1,25,Féminin,Union libre,OUME,1
0,22,Masculin,Célibataire,OUME,1
0,2,Masculin,Célibataire,OUME,0
0,7,Masculin,Célibataire,OUME,0
1,31,Féminin,Marié(e),OUME,1
0,6,Féminin,Célibataire,OUME,0
1,39,Masculin,Marié(e),OUME,1
0,0,Masculin,Célibataire,OUME,0
1,52,Masculin,Marié(e),OUME,1
0,13,Féminin,Célibataire,OUME,0
0,11,Masculin,Célibataire,OUME,0
1,49,Féminin,Marié(e),OUME,1
0,18,Masculin,Célibataire,OUME,1
1,27,Masculin,Marié(e),OUME,1
1,24,Féminin,Marié(e),OUME,0
0,0,Féminin,Célibataire,OUME,0
0,5,Féminin,Célibataire,OUME,0
0,4,Féminin,Célibataire,OUME,0
1,37,Masculin,Marié(e),OUME,1
1,29,Féminin,Marié(e),OUME,0
0,1,Masculin,Célibataire,OUME,0
0,11,Féminin,Célibataire,OUME,0
1,51,Féminin,Marié(e),OUME,0
0,19,Féminin,Célibataire,OUME,0
1,60,Masculin,Marié(e),OUME,1
0,8,Masculin,Célibataire,OUME,0
0,12,Féminin,Célibataire,OUME,0
0,3,Féminin,Célibataire,OUME,0
1,43,Masculin,Marié(e),OUME,1
1,42,Féminin,Marié(e),OUME,0
0,9,Masculin,Célibataire,OUME,0
0,5,Féminin,Célibataire,OUME,0
0,1,Masculin,Célibataire,OUME,0
1,40,Féminin,Marié(e),OUME,1
0,7,Féminin,Célibataire,OUME,0
0,6,Masculin,Célibataire,OUME,0
1,32,Masculin,Marié(e),OUME,1
0,8,Masculin,Célibataire,OUME,0
0,0,Féminin,Célibataire,OUME,0
0,5,Masculin,Célibataire,OUME,0
1,23,Féminin,Marié(e),OUME,1
0,14,Féminin,Célibataire,OUME,0
1,28,Féminin,Marié(e),OUME,0
0,4,Féminin,Célibataire,OUME,0
1,34,Masculin,Marié(e),OUME,1
0,7,Féminin,Célibataire,OUME,0
0,21,Masculin,Célibataire,OUME,0
0,5,Féminin,Célibataire,OUME,0
1,40,Masculin,Marié(e),OUME,0
0,9,Masculin,Célibataire,OUME,0
1,38,Féminin,Marié(e),OUME,0
0,12,Féminin,Célibataire,OUME,0
0,1,Féminin,Célibataire,OUME,0
1,34,Masculin,Célibataire,OUME,1
0,2,Féminin,Célibataire,OUME,0
0,0,Féminin,Célibataire,OUME,0
1,25,Féminin,Marié(e),OUME,1
1,26,Masculin,Marié(e),OUME,1
1,45,Féminin,Union libre,OUME,1
0,9,Masculin,Célibataire,OUME,0
1,42,Masculin,Union libre,OUME,0
1,35,Masculin,Célibataire,OUME,1
1,35,Masculin,Célibataire,OUME,1
1,39,Masculin,Marié(e),OUME,0
1,37,Féminin,Marié(e),OUME,0
0,4,Masculin,Célibataire,OUME,0
0,1,Masculin,Célibataire,OUME,0
0,1,Féminin,Célibataire,OUME,0
1,52,Masculin,Célibataire,OUME,0
0,20,Féminin,Célibataire,OUME,1
0,8,Masculin,Célibataire,OUME,0
1,31,Féminin,Marié(e),OUME,1
1,35,Masculin,Marié(e),OUME,1
0,16,Masculin,Célibataire,OUME,0
1,41,Féminin,Célibataire,OUME,1
0,12,Masculin,Célibataire,OUME,0
1,31,Masculin,Union libre,OUME,1
1,28,Féminin,Union libre,OUME,1
0,2,Féminin,Célibataire,OUME,0
0,10,Féminin,Célibataire,OUME,0
1,45,Masculin,Marié(e),OUME,1
1,41,Féminin,Marié(e),OUME,1
0,12,Féminin,Célibataire,OUME,0
1,46,Masculin,Marié(e),OUME,1
1,39,Féminin,Marié(e),OUME,1
0,3,Masculin,Célibataire,OUME,0
0,3,Féminin,Célibataire,OUME,0
0,8,Masculin,Célibataire,OUME,0
1,56,Masculin,Marié(e),OUME,1
0,9,Féminin,Célibataire,OUME,0
1,31,Masculin,Célibataire,OUME,1
1,57,Masculin,Marié(e),OUME,1
1,38,Féminin,Marié(e),OUME,1
0,3,Féminin,Célibataire,OUME,0
0,13,Masculin,Célibataire,OUME,0
0,5,Féminin,Célibataire,OUME,0
1,89,Féminin,Veuf(ve),OUME,0
0,8,Masculin,Célibataire,OUME,0
0,13,Masculin,Célibataire,OUME,0
1,49,Féminin,Union libre,OUME,1
1,49,Masculin,Union libre,OUME,1
1,38,Féminin,Marié(e),OUME,1
1,45,Masculin,Marié(e),OUME,1
0,14,Masculin,Célibataire,OUME,0
1,48,Masculin,Marié(e),OUME,1
0,13,Féminin,Célibataire,OUME,0
0,5,Masculin,Célibataire,OUME,0
1,35,Féminin,Marié(e),OUME,0
0,2,Masculin,Célibataire,OUME,0
0,11,Féminin,Célibataire,OUME,0
1,48,Féminin,Marié(e),OUME,1
1,52,Masculin,Marié(e),OUME,1
0,19,Masculin,Célibataire,OUME,0
0,11,Féminin,Célibataire,OUME,0
0,15,Masculin,Célibataire,OUME,0
1,33,Féminin,Marié(e),OUME,1
0,2,Masculin,Célibataire,OUME,0
0,6,Masculin,Célibataire,OUME,0
0,8,Masculin,Célibataire,OUME,0
0,16,Masculin,Célibataire,OUME,0
0,16,Masculin,Célibataire,OUME,1
0,16,Féminin,Célibataire,OUME,0
0,12,Féminin,Célibataire,OUME,0
1,46,Féminin,Marié(e),OUME,1
0,24,Masculin,Célibataire,OUME,1
1,72,Féminin,Marié(e),OUME,0
0,10,Féminin,Célibataire,OUME,0
1,67,Masculin,Marié(e),OUME,1
0,7,Masculin,Célibataire,OUME,0
0,22,Masculin,Célibataire,OUME,1
1,62,Féminin,Célibataire,OUME,1
0,12,Masculin,Célibataire,OUME,0
1,47,Féminin,Marié(e),OUME,1
1,55,Masculin,Marié(e),OUME,1
1,40,Féminin,Marié(e),OUME,0
0,27,Masculin,Célibataire,OUME,1
1,70,Masculin,Marié(e),OUME,1
0,1,Masculin,Célibataire,OUME,0
0,24,Masculin,Union libre,OUME,0
1,27,Féminin,Union libre,OUME,0
0,3,Féminin,Célibataire,OUME,0
1,40,Masculin,Marié(e),OUME,1
1,24,Féminin,Marié(e),OUME,0
0,8,Masculin,Célibataire,OUME,0
1,52,Masculin,Marié(e),OUME,1
1,35,Féminin,Marié(e),OUME,0
0,0,Masculin,Célibataire,OUME,0
0,15,Masculin,Célibataire,OUME,0
1,82,Féminin,Marié(e),OUME,0
1,102,Masculin,Marié(e),OUME,0
0,15,Masculin,Célibataire,OUME,0
0,6,Féminin,Célibataire,OUME,0
0,20,Masculin,Célibataire,OUME,0
1,57,Féminin,Veuf(ve),OUME,0
0,6,Masculin,Célibataire,OUME,0
1,33,Féminin,Marié(e),OUME,0
1,35,Masculin,Marié(e),OUME,1
0,8,Féminin,Célibataire,OUME,0
0,22,Masculin,Célibataire,OUME,1
1,43,Masculin,Marié(e),OUME,1
1,42,Féminin,Marié(e),OUME,0
0,8,Masculin,Célibataire,OUME,0
0,6,Féminin,Célibataire,OUME,0
0,11,Masculin,Célibataire,OUME,0
0,23,Féminin,Célibataire,OUME,0
0,19,Masculin,Célibataire,OUME,0
0,0,Féminin,Célibataire,OUME,0
1,49,Féminin,Marié(e),OUME,0
0,11,Masculin,Célibataire,OUME,0
1,52,Masculin,Marié(e),OUME,1
0,1,Masculin,Célibataire,OUME,0
1,47,Féminin,Marié(e),OUME,0
0,13,Féminin,Célibataire,OUME,0
0,18,Féminin,Célibataire,OUME,0
1,55,Masculin,Marié(e),OUME,1
0,9,Masculin,Célibataire,OUME,0
1,36,Féminin,Marié(e),OUME,1
0,4,Masculin,Célibataire,OUME,0
1,41,Masculin,Marié(e),OUME,1
0,18,Féminin,Célibataire,OUME,0
0,1,Masculin,Célibataire,OUME,0
1,31,Masculin,Célibataire,OUME,1
1,57,Féminin,Veuf(ve),OUME,1
0,2,Féminin,Célibataire,OUME,0
1,34,Masculin,Union libre,OUME,0
0,4,Masculin,Célibataire,OUME,0
1,33,Féminin,Union libre,OUME,0
0,8,Masculin,Célibataire,OUME,0
0,5,Féminin,Célibataire,OUME,0
1,35,Féminin,Marié(e),OUME,0
0,3,Féminin,Célibataire,OUME,0
0,6,Masculin,Célibataire,OUME,0
1,58,Masculin,Marié(e),OUME,0
0,4,Féminin,Célibataire,OUME,0
0,2,Masculin,Célibataire,TONLA,0
1,39,Masculin,Marié(e),TONLA,1
1,22,Féminin,Marié(e),TONLA,0
0,4,Masculin,Célibataire,TONLA,0
0,3,Masculin,Célibataire,TONLA,0
0,11,Masculin,Célibataire,TONLA,0
1,30,Féminin,Marié(e),TONLA,1
0,0,Féminin,Célibataire,TONLA,0
1,38,Masculin,Marié(e),TONLA,1
0,6,Masculin,Célibataire,TONLA,0
0,9,Masculin,Célibataire,TONLA,0
0,14,Féminin,Célibataire,TONLA,0
0,23,Masculin,Célibataire,TONLA,0
1,43,Féminin,Marié(e),TONLA,0
0,6,Masculin,Célibataire,TONLA,0
1,47,Masculin,Marié(e),TONLA,1
1,28,Féminin,Marié(e),TONLA,0
0,4,Masculin,Célibataire,TONLA,0
0,8,Féminin,Célibataire,TONLA,0
0,6,Masculin,Célibataire,TONLA,0
1,57,Féminin,Célibataire,TONLA,0
1,31,Masculin,Marié(e),TONLA,1
0,8,Masculin,Célibataire,TONLA,0
0,12,Féminin,Célibataire,TONLA,0
0,5,Masculin,Célibataire,TONLA,0
1,36,Masculin,Marié(e),TONLA,1
1,32,Féminin,Marié(e),TONLA,1
0,5,Féminin,Célibataire,TONLA,0
0,28,Masculin,Célibataire,TONLA,1
0,2,Féminin,Célibataire,TONLA,0
1,22,Féminin,Marié(e),TONLA,0
1,38,Masculin,Marié(e),TONLA,1
0,13,Masculin,Célibataire,TONLA,0
0,7,Masculin,Célibataire,TONLA,0
0,5,Masculin,Célibataire,TONLA,0
0,16,Féminin,Célibataire,TONLA,0
1,38,Féminin,Marié(e),TONLA,0
0,11,Masculin,Célibataire,TONLA,0
1,69,Masculin,Marié(e),TONLA,1
1,41,Masculin,Marié(e),TONLA,1
1,59,Masculin,Marié(e),TONLA,1
1,36,Masculin,Marié(e),TONLA,1
0,2,Masculin,Célibataire,TONLA,0
0,10,Masculin,Célibataire,TONLA,0
0,8,Féminin,Célibataire,TONLA,0
1,28,Féminin,Marié(e),TONLA,0
1,22,Féminin,Marié(e),TONLA,0
0,1,Masculin,Célibataire,TONLA,0
1,36,Masculin,Marié(e),TONLA,1
0,5,Masculin,Célibataire,TONLA,0
1,47,Masculin,Marié(e),TONLA,1
0,12,Masculin,Célibataire,TONLA,0
0,8,Masculin,Célibataire,TONLA,0
1,44,Féminin,Marié(e),TONLA,0
0,8,Masculin,Célibataire,BLOLEQUIN,0
1,41,Masculin,Union libre,BLOLEQUIN,1
0,17,Masculin,Célibataire,BLOLEQUIN,1
0,7,Féminin,Célibataire,BLOLEQUIN,0
1,33,Féminin,Union libre,BLOLEQUIN,1
0,0,Féminin,Célibataire,BLOLEQUIN,0
0,6,Masculin,Célibataire,BLOLEQUIN,0
1,27,Féminin,Marié(e),BLOLEQUIN,0
0,5,Féminin,Célibataire,BLOLEQUIN,0
1,41,Masculin,Marié(e),BLOLEQUIN,1
0,18,Masculin,Célibataire,BLOLEQUIN,0
1,32,Masculin,Marié(e),BLOLEQUIN,1
0,6,Féminin,Célibataire,BLOLEQUIN,0
0,10,Masculin,Célibataire,BLOLEQUIN,0
0,12,Masculin,Célibataire,BLOLEQUIN,0
0,1,Féminin,Célibataire,BLOLEQUIN,0
0,4,Masculin,Célibataire,BLOLEQUIN,0
1,37,Féminin,Marié(e),BLOLEQUIN,0
1,52,Masculin,Marié(e),BLOLEQUIN,0
0,14,Masculin,Célibataire,BLOLEQUIN,0
1,46,Féminin,Marié(e),BLOLEQUIN,0
0,0,Masculin,Célibataire,BLOLEQUIN,0
0,0,Féminin,Célibataire,BLOLEQUIN,0
0,17,Féminin,Célibataire,BLOLEQUIN,0
1,27,Féminin,Marié(e),BLOLEQUIN,0
0,14,Féminin,Célibataire,BLOLEQUIN,0
0,14,Masculin,Célibataire,BLOLEQUIN,0
0,12,Féminin,Célibataire,BLOLEQUIN,0
1,21,Féminin,Marié(e),BLOLEQUIN,0
1,30,Masculin,Marié(e),BLOLEQUIN,0
0,5,Féminin,Célibataire,BLOLEQUIN,0
0,2,Féminin,Célibataire,BLOLEQUIN,0
0,33,Masculin,Célibataire,BLOLEQUIN,0
0,0,Féminin,Célibataire,BLOLEQUIN,0
0,11,Masculin,Célibataire,BLOLEQUIN,0
0,7,Féminin,Célibataire,BLOLEQUIN,0
0,13,Féminin,Célibataire,BLOLEQUIN,0
0,23,Masculin,Célibataire,BLOLEQUIN,1
0,4,Masculin,Célibataire,BLOLEQUIN,0
0,18,Masculin,Célibataire,BLOLEQUIN,1
0,12,Masculin,Célibataire,BLOLEQUIN,0
0,26,Masculin,Célibataire,BLOLEQUIN,0
0,2,Féminin,Célibataire,BLOLEQUIN,0
1,49,Féminin,Marié(e),BLOLEQUIN,1
1,34,Féminin,Marié(e),BLOLEQUIN,1
1,23,Féminin,Marié(e),BLOLEQUIN,0
0,8,Masculin,Célibataire,BLOLEQUIN,0
0,12,Féminin,Célibataire,BLOLEQUIN,0
1,33,Féminin,Célibataire,BLOLEQUIN,1
0,10,Masculin,Célibataire,BLOLEQUIN,0
0,12,Féminin,Célibataire,BLOLEQUIN,0
1,39,Masculin,Union libre,BLOLEQUIN,1
0,3,Féminin,Célibataire,BLOLEQUIN,0
1,33,Féminin,Union libre,BLOLEQUIN,1
0,11,Féminin,Célibataire,BLOLEQUIN,0
0,19,Masculin,Célibataire,BLOLEQUIN,1
0,10,Masculin,Célibataire,BLOLEQUIN,0
0,9,Masculin,Célibataire,BLOLEQUIN,0
1,31,Masculin,Union libre,BLOLEQUIN,1
0,2,Masculin,Célibataire,BLOLEQUIN,0
0,14,Masculin,Célibataire,BLOLEQUIN,0
0,1,Masculin,Célibataire,BLOLEQUIN,0
0,6,Masculin,Célibataire,BLOLEQUIN,0
0,15,Féminin,Célibataire,BLOLEQUIN,0
0,17,Masculin,Célibataire,BLOLEQUIN,0
0,26,Féminin,Union libre,BLOLEQUIN,0
1,42,Féminin,Célibataire,BLOLEQUIN,1
0,3,Masculin,Célibataire,BLOLEQUIN,0
0,6,Masculin,Célibataire,BLOLEQUIN,0
0,10,Masculin,Célibataire,BLOLEQUIN,0
1,19,Féminin,Marié(e),BLOLEQUIN,0
1,25,Masculin,Marié(e),BLOLEQUIN,1
0,2,Masculin,Célibataire,BLOLEQUIN,0
1,27,Masculin,Marié(e),BLOLEQUIN,1
1,21,Féminin,Marié(e),BLOLEQUIN,0
0,1,Masculin,Célibataire,BLOLEQUIN,0
1,27,Masculin,Marié(e),BLOLEQUIN,1
0,0,Féminin,Célibataire,BLOLEQUIN,0
1,23,Féminin,Marié(e),BLOLEQUIN,0
1,25,Féminin,Marié(e),BLOLEQUIN,0
1,32,Masculin,Marié(e),BLOLEQUIN,0
0,3,Féminin,Célibataire,BLOLEQUIN,0
0,11,Féminin,Célibataire,BLOLEQUIN,0
1,29,Féminin,Marié(e),BLOLEQUIN,0
0,3,Masculin,Célibataire,BLOLEQUIN,0
0,7,Féminin,Célibataire,BLOLEQUIN,0
